138,361,129,4319,1696,638,2969
271,416,199,3837,1462,543,2938
736,715,425,4407,1717,653,2938
475,500,558,1730,1484,851,2841
392,341,364,1396,1124,732,2790
610,704,707,2051,1763,1074,2902
334,621,304,5008,1802,724,2835
170,344,153,3495,1397,477,2954
272,396,224,3453,1401,485,2917
171,314,177,2969,1183,487,2863
251,457,518,2782,1284,480,2885
467,529,635,1756,1863,1182,2928
331,551,379,2616,1547,745,2938
231,463,212,4339,1675,603,2959
180,386,165,4231,1614,546,2984
266,436,215,4579,1678,595,2917
156,362,190,4056,1543,534,2923
163,324,114,3419,1334,428,2944
227,460,675,2517,1290,562,2885
568,530,570,1726,1346,816,2863
335,393,373,1440,1374,812,2765
448,481,588,1783,1677,1075,2891
193,384,195,3968,1500,567,2959
347,494,319,4021,1517,594,2917
203,333,160,3775,1501,547,2979
367,350,370,1448,1084,620,2801
232,357,169,3515,1508,525,2944
170,328,130,3379,1480,487,2928
189,302,150,2894,1248,482,2830
505,459,420,1119,845,612,2863
222,476,200,4218,1543,567,2902
197,382,178,4136,1594,593,2944
159,298,146,3133,1285,431,2938
247,378,240,2812,1278,437,2907
424,525,674,1766,1922,1207,2938
199,530,202,3956,1630,612,2984
162,311,164,4065,1584,558,2949
372,504,566,2168,1396,714,2801
315,335,387,1513,1239,696,2771
486,539,654,1787,1951,1242,2869
369,506,297,3876,1651,582,2938
379,506,253,3786,1587,530,2949
332,518,370,3134,1427,606,2830
247,397,246,2817,1264,468,2896
264,473,570,2316,1334,600,2852
362,353,422,1381,1312,762,2824
786,859,929,1952,1196,753,2812
480,574,640,1708,1721,1104,2928
669,960,628,4529,1919,868,2869
453,547,331,4268,1731,660,2984
190,347,184,3693,1412,479,2938
213,342,209,3587,1402,515,2969
394,439,534,1994,1373,702,2812
377,470,407,1579,1255,770,2759
386,399,512,1502,1335,875,2746
419,453,588,1636,1697,1142,2765
439,544,647,1742,1701,1098,2907
1102,1185,1333,2865,2689,1855,2835
220,533,247,3708,1553,614,2880
198,423,205,4052,1612,671,2938
341,519,292,4387,1791,687,2938
574,683,382,4242,1682,620,2933
203,327,156,3528,1404,486,2944
183,328,137,3253,1352,471,2902
395,490,556,1668,1787,1123,2824
196,483,212,4144,1595,606,2944
444,547,341,3983,1772,661,2944
217,328,166,3523,1496,484,2964
476,547,383,3763,1714,772,2923
165,349,153,3218,1351,495,2902
445,367,407,1419,1101,674,2765
555,811,657,2713,1728,891,2902
422,606,340,4144,1670,728,2885
191,427,172,4092,1604,556,2984
231,397,159,4028,1638,618,3014
593,711,491,4701,2058,873,2933
207,301,189,3312,1403,536,2928
253,369,190,3189,1411,569,2907
222,364,272,2822,1263,459,2874
407,517,538,1708,1824,1204,2835
