3408,3172,-583
3124,2735,-423
3901,2920,-407
2268,789,-903
1746,685,-745
2786,872,-1074
4101,3532,-460
2816,2528,-437
2877,2430,-417
2451,2103,-399
2638,1743,-363
2532,719,-1328
2665,1608,-757
3512,3115,-494
3349,3085,-470
3646,3305,-448
3222,2945,-447
2710,2499,-395
2589,1447,-420
2253,764,-776
1883,702,-944
2414,793,-1156
3186,2857,-448
3373,2785,-400
3032,2734,-495
1739,742,-637
2901,2516,-528
2759,2449,-533
2411,2057,-465
1575,411,-491
3389,3028,-407
3308,2995,-500
2538,2262,-415
2456,1929,-429
2573,712,-1372
3296,2805,-534
3212,2972,-506
2445,1169,-674
1835,786,-775
2609,720,-1410
3326,2677,-516
3220,2633,-471
2874,2051,-499
2473,1921,-431
2452,1325,-541
1834,643,-875
2701,668,-406
2466,678,-1182
4285,2843,-541
3648,2937,-520
2958,2665,-399
2918,2561,-427
2295,1059,-707
1975,778,-783
2011,664,-898
2334,677,-1246
2461,715,-1164
4371,912,-1716
3160,2581,-516
3316,2894,-560
3685,3071,-575
3718,2848,-420
2841,2550,-442
2649,2346,-458
2369,717,-1292
3377,2961,-476
3501,2707,-601
2875,2538,-501
3412,2491,-659
2648,2305,-470
1784,677,-669
3118,1434,-805
3596,2817,-530
3291,2959,-486
3268,2906,-568
4233,3113,-701
2736,2360,-509
2714,2234,-543
2469,1925,-424
2426,738,-1359
4159,2023,-730
3324,2859,-565
1724,1228,25
2668,2140,-540
2706,1637,-776
3189,2834,-515
2802,2239,-495
2768,797,-1247
2690,849,-1345
2726,1535,-840
3014,2645,-497
2565,2032,-490
561,227,-170
2029,960,-770
3818,1332,-1290
3034,2281,-551
3388,2941,-428
1818,1369,27
814,615,39
2534,1566,-537
3203,2753,-531
3198,2798,-407
3049,2634,-462
2416,1990,-339
3592,2840,-460
2957,2405,-530
3012,2223,-433
1994,577,-796
2279,497,-634
3677,3193,-414
3193,2702,-454
2506,1374,-608
2133,640,-952
2905,744,-1482
3238,2654,-490
3330,2843,-467
2631,2183,-433
2552,1149,-496
1935,585,-973
2412,563,-1207
3967,3350,-520
3168,2453,-418
2705,2293,-382
3224,1219,-285
2045,670,-754
2830,579,-1435
2813,915,-1285
3811,2779,-506
3349,2957,-433
3471,2803,-497
3147,2444,-381
2951,1181,-403
2164,606,-773
2021,367,-875
2285,542,-832
3563,2733,-377
2161,788,-643
2611,729,-1357
3066,1853,-712
2834,2415,-416
2550,569,-1328
2834,547,-1013
5474,2875,-788
3381,2915,-495
3586,3183,-410
3469,2728,-493
2732,2048,-384
2746,1595,-409
2480,624,-899
2774,607,-888
3827,2627,-359
2900,688,-1408
2914,1375,-894
3480,2501,-459
3417,2821,-358
3184,2643,-334
3024,2470,-331
3885,2370,-281
2694,1311,-436
980,168,-241
2691,1259,-952
3407,2300,-524
4288,1598,-318
3344,2877,-420
2819,2365,-346
2549,2062,-407
1761,571,-700
2070,403,-902
3549,2631,-389
3322,2862,-375
2977,2572,-381
3080,2530,-317
2761,2302,-337
2191,776,-772
1630,498,-676
3066,558,-1120
3182,2690,-457
2892,2631,-372
3137,2465,-453
1979,645,-971
1801,591,-881
3279,2833,-475
2981,2542,-358
2667,2270,-379
2054,591,-869
2511,640,-1397
3202,2666,-428
3834,2458,-331
3683,2748,-420
2945,1475,-475
1675,516,-704
2312,585,-888
2639,708,-1420
2661,1387,-872
3357,2769,-475
3296,2899,-479
3309,2878,-426
3112,2752,-363
2947,2581,-398
2758,1141,-525
2079,723,-814
2176,737,-830
2609,1572,-772
3282,2832,-496
2392,862,-522
2556,665,-1181
2645,742,-1202
3093,2709,-442
2697,2275,-426
1701,580,-631
2089,690,-740
2548,842,-1172
3292,2813,-417
3296,2798,-378
2736,2275,-338
2467,1225,-356
2469,639,-1273
2625,836,-1274
3434,2650,-393
3200,2740,-386
2881,2460,-493
2286,1483,-329
1795,508,-1063
4348,2151,-675
2555,2160,-364
2523,1451,-411
1700,535,-866
2585,505,-1106
2553,790,-1481
2943,1142,-1078
2791,1976,-620
3040,2609,-458
2562,2077,-525
2690,1518,-556
1762,537,-951
2601,664,-1445
3501,2649,-522
3185,2696,-614
4109,2854,-486
3254,2599,-547
3023,2497,-519
2474,1990,-555
2200,782,-857
2476,582,-1360
3496,2835,-463
3017,2411,-458
2762,2306,-371
2063,628,-1060
2220,651,-1154
2493,700,-1430
2931,1861,-747
3453,3048,-466
2475,1570,-358
2125,832,-712
1884,555,-1019
2253,636,-1290
3036,2651,-501
2881,2232,-113
2772,2161,-425
2603,1633,-457
1973,419,-1033
2331,875,-1047
3334,2683,-528
3715,2935,-510
2843,2399,-515
2655,2216,-532
2892,2295,-546
2593,1519,-430
1813,599,-1072
1748,789,-802
2241,575,-1278
2672,1359,-909
2996,2441,-496
3057,2651,-588
2915,2502,-502
2846,2403,-560
3040,2299,-570
2353,1494,-601
1949,881,-736
