3358,3052,-592
3275,2928,-572
2542,1278,-721
2014,521,-1077
2129,381,-937
2405,805,-1022
3398,3092,-531
3377,3122,-520
3206,2809,-574
2820,2439,-540
2768,2287,-523
2494,1933,-588
2289,994,-983
2186,515,-1076
2428,1069,-1008
3111,2228,-507
3421,2971,-590
3309,2942,-523
3326,2956,-565
3537,3101,-584
2705,2228,-605
2155,792,-1065
2133,572,-902
2362,484,-1135
3373,2992,-553
3099,2813,-564
3905,3048,-543
3186,2524,-503
2221,577,-1044
1652,419,-822
1976,423,-1033
3177,523,-1010
2703,2218,-709
2545,1831,-737
2320,1562,-761
1737,413,-1002
1784,355,-933
2250,401,-856
3458,2948,-507
3336,2872,-541
2684,2287,-603
2561,2053,-626
2543,1358,-802
2249,520,-1169
3141,2502,-618
3212,2874,-627
3454,2791,-561
2640,2084,-529
1830,705,-849
1630,401,-927
2171,462,-1116
2220,529,-1195
2305,728,-1110
3381,2422,-631
3123,2468,-701
2605,1611,-739
1706,412,-970
1425,317,-802
2536,878,-917
2894,2065,-416
3519,3014,-548
3373,2973,-556
1916,1387,236
2962,2537,-567
2860,2358,-630
2902,1861,-720
1919,616,-1098
1728,470,-969
2152,497,-1029
3116,2445,-657
3458,3063,-623
3304,2705,-510
2830,2345,-546
2675,2156,-562
1584,357,-969
1848,451,-907
1900,438,-1004
5179,2582,-761
3261,2638,-651
2713,2189,-643
2610,2021,-676
1625,405,-920
1449,415,-663
1911,908,-607
3255,2786,-641
3239,2716,-652
2270,1051,-978
1845,457,-1001
3354,2699,-720
2635,1884,-818
3691,641,-955
1911,477,-1092
2176,653,-1195
3193,2716,-664
2835,1948,-771
3213,560,-1047
2491,1298,-866
2909,2354,-687
2836,2037,-761
2576,1436,-900
1592,459,-800
3732,1173,-1088
3423,2842,-641
2979,2141,-726
2697,1978,-711
2058,619,-1160
1744,347,-1096
3309,2705,-619
2493,2014,-332
3038,2357,-624
2742,2142,-657
2980,2208,-660
2614,585,-1139
2825,2131,-561
2772,1603,-551
3037,2445,-553
2261,846,-1013
1871,425,-1066
2052,402,-1062
3373,2635,-636
3410,2884,-616
2736,2038,-602
2049,679,-923
1929,372,-1004
3714,3075,-694
3010,2415,-552
2736,2113,-563
2441,1309,-611
2730,773,-910
1749,391,-824
2321,492,-1097
2227,693,-1077
3536,2543,-575
3367,2775,-524
3101,2225,-501
2128,607,-1146
1826,352,-958
4316,2656,-569
2089,505,-1117
1581,539,-286
2841,2219,-598
1996,375,-1059
2362,457,-1211
3081,1500,-431
3333,2753,-633
3570,2943,-665
3065,2149,-659
3226,2169,-779
2544,1501,-621
2254,720,-971
1836,286,-847
3135,1456,-741
3719,2375,-543
2245,473,-1022
3527,2401,-625
3867,2898,-729
3160,2401,-527
2996,2231,-517
3213,2079,-536
2103,506,-1152
2333,1035,-972
3515,2337,-684
3500,2763,-627
4105,2475,-551
2810,2194,-604
2787,1808,-627
1592,241,-877
3649,2683,-553
3311,2700,-610
3492,2536,-548
2988,2302,-613
2819,2125,-588
1762,439,-859
1671,265,-942
1853,368,-694
2857,492,-1401
3408,2797,-553
3137,2658,-549
3219,2445,-377
1675,432,-1027
1672,447,-839
3358,2834,-455
2973,2544,-428
2737,2089,-440
1911,336,-1002
1960,382,-1034
3379,2792,-481
5330,3157,-310
2213,756,-965
1650,247,-804
2074,370,-821
2381,569,-1127
2383,1023,-912
3736,2828,-709
3242,2826,-579
3205,2652,-570
2982,2529,-553
2973,2350,-595
2060,644,-1011
1782,401,-997
1953,405,-1034
2410,1240,-806
3557,3095,-531
2156,539,-1033
2060,350,-575
2054,301,-699
2206,391,-1086
2298,563,-1135
3211,2682,-483
2681,1954,-641
3201,1679,-439
1946,358,-984
2174,650,-1058
3397,2819,-503
3384,2712,-498
2810,2203,-475
2106,405,-1157
2133,595,-982
3520,2681,-554
2961,2384,-590
2677,1986,-713
2968,1927,-765
1676,369,-1102
3483,2078,-563
2587,1967,-632
1818,421,-1093
2245,391,-1073
2030,573,-1017
2864,881,-978
2528,1540,-782
2914,2361,-636
2286,895,-949
1598,356,-1005
1906,299,-990
2284,549,-1224
3382,2486,-622
3194,2632,-631
3109,2449,-674
3051,2237,-635
2503,1669,-692
1839,558,-985
1613,285,-866
1871,280,-1039
1910,417,-1233
3842,1922,-253
2862,2198,-563
2677,1837,-547
1832,419,-1007
1815,357,-831
2174,535,-1255
2796,1414,-828
3367,2920,-523
3758,2789,-523
3465,2134,-610
2150,856,-985
1751,437,-867
1923,323,-1084
1861,423,-1039
3107,2604,-622
2877,2168,-696
2463,1564,-698
2089,862,-1036
1751,316,-959
2242,451,-743
1974,617,-973
3346,2409,-667
4140,3029,-869
2825,2167,-636
2574,1875,-748
1991,1001,-590
2061,732,-981
1604,284,-1093
1569,424,-996
1846,410,-1051
2728,1245,-893
3308,2603,-674
3007,2429,-691
2942,2250,-677
2702,2070,-731
1834,457,-1048
