3077,2690,-510
3114,2649,-473
3331,1901,-462
3109,2182,-437
2489,1840,-496
2595,1439,-481
2739,656,-1516
3141,1033,-1342
3194,2556,-634
2556,2123,-483
2690,1948,-511
2169,1754,-407
2267,1637,-360
3036,769,-1547
3017,1799,-681
3193,2737,-475
3089,2573,-487
3112,2665,-498
2530,2168,-523
2401,1685,-380
2413,889,-624
2213,676,-1151
3116,775,-1643
2794,1004,-1052
3013,2593,-527
3175,2491,-517
2703,2229,-561
3121,2184,-446
1939,667,-907
2834,576,-1406
3454,750,-1785
2704,2299,-442
2638,2170,-490
2591,528,-1141
3306,764,-1179
3417,2499,-678
3327,2401,-498
3090,2541,-510
3354,2610,-486
2840,2137,-481
2348,1842,-423
2339,1803,-327
2222,770,-1087
3139,690,-1793
3061,2298,-564
2859,2429,-507
3107,2420,-481
2167,782,-1067
2559,607,-1423
2996,666,-1692
3012,814,-1548
2962,1246,-1112
2941,2143,-519
2760,2068,-503
2327,1795,-483
2246,1557,-506
2111,1201,-616
2099,842,-878
837,210,-269
3032,659,-1684
3300,2460,-516
1526,1286,49
2513,1939,-482
2350,1383,-565
2460,1036,-875
3021,655,-1770
3259,703,-1838
3191,863,-1616
3022,2360,-543
3114,2618,-564
3181,2531,-429
2945,2462,-589
2462,1912,-614
2430,1932,-520
1935,536,-1232
2957,666,-1652
2925,618,-1761
3084,810,-1151
3111,2661,-431
2755,2153,-528
2513,1934,-489
2311,1867,-352
2415,2040,-405
2255,953,-835
3264,1691,-879
3364,2494,-472
2918,2431,-472
2931,2422,-587
2870,2349,-534
2675,1940,-427
2395,1837,-382
2938,642,-1362
1526,1005,-78
3086,2371,-538
2184,1485,-392
2763,1570,-797
2891,2324,-414
2368,1831,-478
2401,1825,-487
2854,642,-1606
2794,785,-1485
2763,1493,-767
2408,1804,-472
2291,1683,-472
2341,956,-782
1971,695,-945
2947,2223,-433
2985,2381,-410
3524,2460,-500
2911,2001,-447
2380,1790,-378
2877,2294,-532
2819,2124,-540
2779,2186,-541
2339,1811,-538
4205,997,-2012
2716,1744,-488
2630,1682,-563
2300,764,-643
2373,625,-1136
3367,2574,-559
3048,2183,-708
2534,1357,-577
2585,1101,-996
3470,1077,-1593
3412,2403,-492
3354,2152,-602
2673,1651,-491
2570,1347,-679
2491,744,-1140
3574,619,-1417
3476,2668,-546
2594,1730,-449
2911,1299,-299
2587,639,-1249
3369,697,-1486
3323,1143,-1299
3682,2317,-515
3357,2517,-576
3016,1938,-400
2546,1483,-581
3087,985,-1015
2206,631,-1160
3100,655,-1085
3346,2187,-477
3451,2437,-389
2243,1053,-548
3070,867,-1612
3453,1979,-741
2443,1957,-420
2971,601,-1645
2737,637,-1180
3112,2521,-453
3560,2907,-476
2223,1560,-386
2368,1543,-453
2370,655,-1017
2900,558,-1014
3297,2243,-365
4275,2390,-134
2236,1401,-236
3284,708,-1610
3192,1637,-763
3191,2637,-445
2980,2254,-413
2775,2161,-478
2892,2141,-362
2749,1973,-370
2609,1826,-321
3034,854,-1506
2965,1422,-894
4057,2885,-420
3130,2439,-557
2377,1765,-433
2417,1903,-328
1992,606,-827
3086,2370,-414
3019,2423,-439
2971,2476,-385
2684,1981,-399
2478,1892,-486
2313,1450,-510
2374,1158,-727
3013,2490,-474
2872,2299,-498
3171,2315,-356
2278,976,-752
2157,621,-963
2819,721,-1561
3019,2382,-578
2566,2057,-431
2410,1653,-481
2760,575,-1471
2894,624,-1689
2979,2206,-633
2060,415,-1002
2820,704,-1365
3083,745,-1602
3207,2558,-490
4734,2291,-110
3071,2534,-510
2977,2229,-474
3108,2544,-405
2543,1862,-459
2391,1565,-571
2226,760,-802
1872,519,-910
2817,1482,-821
2900,2150,-563
3160,2346,-472
2283,1284,-517
2987,609,-1743
3031,870,-1356
3005,2383,-479
2529,1991,-301
2962,2003,-313
2275,686,-1116
2902,962,-1267
3198,2097,-609
2932,2310,-452
6670,257,225
2929,2208,-378
2431,1772,-387
2252,1409,-291
3079,649,-1853
3217,1003,-1429
3189,2437,-394
3029,2206,-548
3131,2080,-560
2719,2110,-473
2625,1962,-529
1969,550,-1130
3035,2196,-439
2384,1644,-532
1690,1127,-284
2259,1023,-625
3043,772,-1706
3305,1213,-1083
2815,1837,-623
2351,1719,-452
2165,491,-1334
3096,811,-1550
3133,2222,-559
2721,2094,-617
2902,2137,-559
3166,1836,-630
2156,1416,-480
2059,881,-799
2702,531,-1855
3187,2325,-530
2447,1702,-484
2385,1804,-382
2724,675,-1720
2983,632,-1612
3183,660,-2019
3077,1768,-794
3163,2503,-502
3154,2392,-578
2213,1586,-364
2031,993,-484
2805,584,-1716
3599,2698,-629
2669,2100,-563
3115,1850,-677
2407,1645,-505
2354,1693,-442
2512,550,-1584
2604,503,-922
2870,1044,-1187
3691,2117,-446
2964,2197,-493
4192,2213,-787
2663,2044,-614
2470,1855,-600
2007,1408,-341
2103,586,-1117
1905,657,-1065
2762,554,-1758
2775,1325,-800
2917,2245,-474
2698,2101,-573
2642,2009,-561
2463,1906,-497
2066,1091,-483
