136,369,192,2826,1212,540,2896
128,277,135,3037,1087,413,2876
170,320,176,3031,1148,459,2884
208,311,340,1627,808,433,2734
129,340,195,3386,1397,550,2837
142,261,152,2944,1184,449,2896
257,457,252,3212,1386,641,2863
221,434,269,2391,1201,545,2869
274,388,238,3164,1332,512,2891
236,409,245,2507,1263,587,2830
248,380,189,3120,1207,498,2896
194,222,70,664,229,155,2917
492,521,569,1848,1316,862,2818
233,425,231,2721,1320,569,2841
142,275,158,2490,1047,447,2852
161,303,165,2720,983,339,2891
154,291,185,3083,1141,431,2891
261,320,209,2821,1022,442,2902
275,347,371,1630,1386,807,2885
178,349,188,2719,1221,436,2928
248,375,293,1810,1249,638,2891
438,572,333,2787,1407,673,2824
180,242,123,2754,1031,386,2880
308,337,245,2643,1124,422,2852
169,403,510,2192,1120,454,2801
219,341,152,2814,1110,433,2847
319,412,249,2964,1249,541,2847
304,482,430,1858,988,585,2721
183,331,149,2922,1139,434,2858
275,363,212,2763,1121,437,2964
180,278,166,2915,1105,447,2954
222,337,194,2581,1070,441,2912
132,253,107,1295,698,485,2728
294,441,256,3037,1177,480,2944
273,392,277,2550,1002,475,2847
253,387,226,2939,1201,448,2949
371,484,590,1611,1899,1379,2884
350,536,505,2300,1699,854,2951
209,366,256,3386,1340,512,2920
210,427,274,3566,1405,586,2870
216,344,194,3105,1233,452,2907
143,160,68,1284,392,253,2803
185,404,308,1177,784,498,2731
251,436,313,2328,1264,555,2925
289,473,275,3276,1312,507,2866
194,328,220,3148,1266,465,2889
245,365,244,3036,1236,507,2916
210,523,555,1823,1026,408,2783
403,500,504,1642,1393,896,2832
206,344,234,2743,1199,479,2943
173,340,226,2808,1085,328,2902
294,315,378,1808,922,274,2699
1044,958,980,2102,1987,1279,2837
280,497,427,2162,1508,815,2893
297,273,355,1150,687,293,2763
248,339,171,2535,1109,464,2875
337,482,479,1746,1438,919,2856
653,684,756,1836,886,498,2758
211,347,272,3234,1175,428,2907
312,409,426,1979,1384,755,2916
225,328,188,3213,1127,401,2893
226,349,191,2880,1073,436,2911
348,451,335,3049,1197,553,2861
212,317,183,2834,1108,394,2893
346,459,385,2792,1052,406,2847
258,503,449,2038,895,515,2742
187,343,238,2754,1078,423,2947
219,399,234,2978,1289,484,2856
205,356,283,2611,1097,382,2898
