3133,2946,-475
3222,2490,-380
2380,1296,-485
3169,920,-1678
3666,3241,-487
2935,2561,-479
2221,2048,-256
2596,2309,-482
2520,2156,-455
2244,1938,-415
2304,1683,-388
3179,880,-1240
3074,837,-1775
2998,1659,-944
3368,2860,-350
3273,2952,-408
3153,2945,-436
2979,2727,-412
2636,2429,-401
2260,1688,-360
2367,1053,-495
2044,721,-978
1655,702,-866
1665,602,-772
3217,817,-1426
2941,793,-1416
2810,840,-1670
3079,956,-1649
3059,2723,-564
2856,2591,-430
2275,1356,-489
1836,738,-870
2941,703,-1831
3202,700,-1705
3647,1094,-1631
3322,1008,-2349
2369,315,-1064
3416,45,-1083
3422,76,-1101
3943,806,-1356
2906,1323,-953
4098,2372,-968
4055,3293,-955
3861,3013,-857
4557,2718,-1305
4238,2626,-1346
3763,2421,-1544
3810,2405,-1192
3856,2658,-1260
3375,2182,-1048
3241,2066,-1036
2960,743,-1075
4214,2146,-1523
4219,2326,-1556
4213,2745,-1518
4225,3003,-1390
3482,2082,-1220
4507,1824,-1278
4167,2734,-1253
4323,2833,-1479
4017,2489,-1440
4531,3148,-1271
4033,2583,-1254
3734,2247,-1127
4360,1882,-1472
4649,1912,-1821
4325,2085,-1709
4436,2427,-1626
4345,2613,-1515
4263,2687,-1577
4416,2791,-1065
4421,3023,-1574
4547,3463,-1271
4493,3461,-1223
3532,1421,-1060
4328,2545,-1433
4415,3233,-1293
4485,3439,-1308
4273,3271,-1353
4209,3273,-1192
3745,2776,-919
4213,2970,-1431
4459,3049,-1537
4256,3211,-1220
4418,2357,-1481
4453,3080,-1308
3797,2520,-845
4368,1952,-1643
4154,2537,-1425
4411,2989,-1519
4310,3141,-1438
3541,1561,-1840
4452,3035,-1492
4566,2175,-1567
4389,3379,-1051
3574,2273,-902
4352,2831,-1299
4503,3076,-1571
4491,3308,-1408
3673,2351,-1255
4360,3242,-1318
4729,3334,-1543
4844,3485,-1531
4510,3469,-1286
2574,1793,-811
2674,1679,-676
2422,1335,-463
2224,726,-1001
1849,591,-909
3299,2573,-686
2831,2190,-712
2194,1279,-716
2147,927,-937
3160,762,-1738
3154,2414,-722
3166,2382,-542
3262,2537,-773
2481,1867,-705
1729,1044,-383
2375,802,-1403
2973,618,-1536
2718,1741,-546
2532,1919,-578
2310,1620,-555
2693,1242,-499
2002,601,-1068
2738,376,-1876
2773,659,-1728
3334,2250,-696
2968,2275,-574
2815,1859,-580
2279,1158,-517
1822,508,-1175
2046,501,-1053
3184,2316,-544
3404,2582,-564
3233,2358,-564
2895,2020,-436
2050,1133,-606
3064,718,-1968
2493,2003,-574
2435,1771,-466
2836,643,-1723
2953,2420,-546
2846,1868,-548
2135,1542,-493
2240,1442,-539
2150,537,-1060
3463,1519,-895
3444,2258,-421
1919,569,-531
3193,685,-1738
3222,1113,-1348
2992,2530,-496
2887,2212,-295
2714,2159,-474
3090,2174,-434
2840,1892,-388
3202,776,-1916
3172,1187,-1423
2908,2436,-489
3298,2403,-463
2554,2113,-467
2383,1900,-440
1890,691,-822
3122,2415,-480
2984,2537,-496
3018,2538,-429
2726,2133,-465
2590,2085,-472
2300,1438,-390
3018,708,-1611
2961,2500,-528
2911,2492,-526
5289,1951,-709
2845,2283,-453
2054,855,-739
2917,776,-1740
3089,2628,-446
2712,2371,-379
3065,680,-1981
3068,2565,-534
3344,2475,-512
2404,1542,-348
2030,582,-1025
3279,1276,-1510
3148,2591,-420
3292,2703,-472
3043,2492,-429
2897,2543,-337
2523,1652,-465
2046,698,-918
2056,745,-903
2891,1321,-1244
2986,2576,-393
2752,2245,-490
2190,1188,-396
2891,680,-1710
3051,820,-1586
2991,2648,-422
3537,2545,-359
2624,2213,-337
1934,635,-952
1719,581,-742
2845,751,-1732
3105,1827,-946
3053,2568,-405
3124,2524,-407
2542,2027,-357
2185,1502,-380
2995,713,-1811
3100,803,-1838
3228,2304,-494
3379,2390,-519
3485,1487,-1981
4051,1797,-1391
3534,819,-2447
3029,754,-1649
3365,163,-1322
3938,2424,-1233
4105,2993,-1219
4017,3020,-909
3328,2591,-741
3842,2987,-828
4327,2293,-1367
4306,2602,-1279
4221,2307,-1161
3862,2637,-1076
3714,2312,-1436
3669,2491,-1358
3832,2649,-1213
3967,1753,-1609
4293,2228,-1517
4157,2202,-1592
3791,2132,-1617
4050,2449,-1560
4325,2911,-1238
4048,2988,-1108
3508,2040,-1438
4253,1468,-2181
4573,2715,-1572
4081,2680,-1436
3987,2691,-1255
3749,1794,-920
4398,1779,-1870
4076,1732,-1400
4443,1905,-1823
4241,2404,-1566
4556,2888,-1519
4633,2975,-1366
4555,2927,-986
4058,3133,-831
3411,2325,-670
4218,2989,-1423
4164,2763,-1206
4352,3111,-1281
3868,3013,-874
4014,3001,-1002
4220,1928,-1257
4036,2450,-1395
4537,2790,-1258
4174,2768,-1340
4606,2881,-1433
4296,2471,-1419
4060,2698,-1487
3967,2835,-1521
3777,1897,-816
3750,2439,-1052
4381,2103,-1767
4089,2519,-1162
4704,3313,-1432
4332,3050,-1358
4400,3150,-1379
4268,2838,-1528
5176,3389,-1328
